age
16
19
4
4
33
5
1
80
30
33
48
2
27
23
28
43
30
24
4
0
31
31
52
3
0
0
85
0
51
44
2
49
0
52
24
5
72
4
2
29
8
88
0
77
40
77
51
51
21
5
51
27
7
84
21
53
51
18
11
24
0
3
22
19
12
28
99
37
1
28
35
3
19
67
37
81
48
32
0
6
11
39
67
5
20
79
0
6
88
4
1
20
40
5
86
3
7
18
4
46
31
84
72
36
2
30
33
36
38
64
6
34
27
101
38
2
39
23
73
89
36
17
32
3
51
76
33
11
2
33
8
87
42
27
61
29
14
2
9
1
46
62
30
0
42
80
4
76
7
3
34
43
19
35
98
2
30
0
0
0
24
12
57
45
25
57
23
2
25
10
3
40
31
52
8
6
9
21
95
2
25
57
42
73
12
76
43
39
3
22
51
37
30
40
86
55
33
41
27
80
65
31
1
75
88
5
57
78
49
16
20
69
1
6
29
71
80
54
2
22
0
46
0
44
29
58
1
60
81
69
22
57
1
56
45
35
4
35
29
2
7
23
30
26
0
22
32
75
29
0
20
58
33
16
3
0
33
35
42
0
13
45
31
22
62
1
0
35
3
26
43
87
0
19
0
22
78
49
24
101
56
19
26
3
14
5
4
28
50
22
28
69
4
53
1
44
40
23
3
23
6
12
5
3
82
71
6
31
31
77
41
13
73
3
30
1
11
2
63
22
20
15
24
72
31
4
35
40
5
1
35
31
0
0
28
22
27
59
1
35
4
44
75
27
77
93
63
28
54
68
44
0
24
3
8
17
25
1
1
23
2
2
100
27
14
14
0
78
71
3
40
67
45
68
28
32
53
25
20
10
87
69
1
22
56
0
75
37
24
66
41
7
95
35
6
26
39
47
2
29
43
65
11
55
24
27
17
52
49
49
20
24
31
22
30
57
74
38
5
21
0
18
36
55
22
79
7
39
23
36
21
0
53
39
15
37
33
29
48
83
36
15
42
32
24
20
3
35
19
0
0
75
7
35
70
78
33
23
52
2
76
