age
4
35
24
46
47
39
31
28
20
5
48
5
9
88
44
38
55
10
3
30
32
75
42
2
81
7
39
0
19
24
91
52
52
0
86
37
36
9
79
5
32
24
13
25
75
15
1
0
51
23
4
21
27
83
35
3
68
65
37
30
3
12
2
1
52
40
36
8
28
19
21
60
1
87
36
51
9
40
31
19
20
24
97
26
38
55
19
28
26
44
2
39
43
21
0
15
1
23
0
30
4
60
46
1
45
4
1
36
32
42
64
13
1
5
55
19
3
14
21
88
80
40
2
25
63
31
12
5
42
37
12
5
26
81
85
4
69
57
43
48
51
36
18
38
0
89
22
25
49
27
2
14
58
92
12
8
47
49
25
1
34
29
19
0
0
8
66
1
37
24
25
91
47
65
14
3
66
36
30
1
59
23
48
4
70
0
51
20
22
54
49
7
23
18
2
92
39
3
73
17
22
65
1
26
78
44
40
24
5
0
93
5
4
2
21
73
20
54
45
0
21
23
16
75
20
24
62
64
31
3
32
28
25
0
66
20
21
36
38
34
28
39
74
23
20
19
39
16
36
4
1
20
13
65
53
24
0
19
1
53
1
20
28
5
82
47
10
10
2
49
19
41
57
41
9
25
38
70
42
12
46
7
1
17
44
53
16
26
1
54
0
81
83
31
32
4
24
63
82
2
52
9
34
39
39
22
36
43
22
22
71
4
35
11
16
6
20
54
56
25
5
33
45
54
6
48
36
10
49
2
0
9
33
86
24
32
1
28
89
62
17
2
55
27
65
65
19
68
1
33
26
9
48
11
32
0
40
4
5
4
2
9
25
39
90
1
71
35
27
2
73
24
1
20
39
31
30
35
9
59
58
56
42
52
0
17
14
87
66
22
51
1
0
25
69
90
55
29
15
4
97
1
25
25
24
4
63
26
5
7
29
80
33
0
49
70
44
31
62
35
22
12
31
27
6
70
43
20
28
32
13
24
74
6
71
65
13
82
3
0
73
1
12
78
41
27
33
90
88
18
68
43
76
2
23
76
6
38
0
2
49
5
8
34
28
51
27
81
47
64
54
18
91
21
28
11
8
67
6
0
44
48
36
0
39
56
58
27
48
30
33
1
77
3
25
23
84
65
84
6
23
53
48
86
51
76
2
22
49
14
22
87
7
83
3
94
63
8
4
38
45
45
4
25
24
86
7
10
45
35
1
26
57
85
30
3
36
42
53
20
34
25
86
85
19
31
59
69
25
77
3
47
22
29
4
30
24
1
4
41
3
67
7
9
32
68
28
42
6
64
37
21
40
6
4
37
67
27
2
20
66
16
37
74
54
1
36
33
24
68
0
78
19
44
85
50
36
36
95
27
43
19
71
88
1
24
46
37
54
1
0
22
8
49
83
62
22
3
0
8
0
40
33
0
2
86
78
1
33
64
2
57
1
52
0
69
65
1
24
80
31
29
58
47
33
8
84
6
30
12
70
32
9
88
9
45
7
7
60
38
15
20
2
38
20
42
35
44
11
37
61
65
27
68
7
23
0
0
25
12
26
7
28
41
43
85
62
16
33
34
53
49
18
16
31
30
26
81
1
8
81
30
30
54
55
4
9
76
35
50
1
6
26
35
24
0
3
5
34
4
34
29
1
31
10
86
35
19
3
36
91
81
0
2
0
32
59
90
23
35
0
30
2
56
24
26
56
56
16
4
38
0
38
41
34
3
7
30
26
25
0
43
1
1
22
25
50
22
2
27
2
1
65
17
35
50
60
27
19
1
13
89
8
1
88
30
24
10
2
92
24
4
37
29
1
1
88
2
20
49
36
24
58
54
32
0
20
0
69
0
55
37
26
25
17
76
19
62
13
26
0
21
21
55
46
22
22
35
18
0
10
65
4
1
34
77
50
62
56
26
92
20
0
5
84
51
89
86
20
17
36
0
7
37
74
1
29
42
40
54
0
18
5
85
40
10
27
1
50
21
29
40
0
8
73
69
26
24
25
50
2
19
30
34
55
39
39
9
1
8
25
1
4
0
33
22
36
2
4
0
24
23
1
23
35
49
0
81
47
1
28
82
1
31
17
92
30
0
3
25
3
37
22
27
12
48
7
57
1
35
36
9
1
82
4
0
24
15
0
1
55
0
1
41
23
30
63
21
26
24
0
47
73
26
1
4
16
31
16
2
16
41
16
31
73
53
22
74
6
3
0
1
14
81
92
56
22
4
25
43
41
36
71
6
4
42
25
3
50
26
33
35
32
4
24
51
31
78
0
2
25
1
21
47
29
0
76
86
0
33
37
38
42
28
54
87
2
41
66
9
0
40
70
38
75
1
15
0
17
39
2
35
5
30
29
29
31
2
87
29
56
22
1
49
31
22
5
67
0
3
2
41
13
20
34
36
51
22
5
1
48
68
24
1
3
32
18
40
25
23
56
26
24
89
31
39
1
32
26
2
37
6
29
5
17
45
17
4
22
60
23
22
1
65
35
11
96
0
53
3
4
46
51
25
64
83
25
8
38
38
66
42
17
0
47
47
10
14
31
5
24
38
93
3
4
0
81
9
32
0
80
53
13
70
83
25
24
63
41
51
57
76
38
87
18
90
24
21
22
26
0
50
59
52
24
3
84
53
42
22
87
36
78
0
30
1
1
28
39
86
2
89
10
67
3
70
2
2
62
22
87
57
26
0
27
5
8
71
39
76
36
73
34
3
76
46
10
8
11
44
86
9
1
33
1
1
22
51
8
22
32
45
1
20
49
88
16
67
23
18
83
2
26
48
64
3
0
3
28
0
30
4
4
32
3
22
47
1
47
1
1
22
5
20
48
2
9
48
37
19
4
89
22
23
13
43
54
1
95
64
27
27
56
0
48
6
45
36
2
31
28
0
31
70
44
83
30
36
25
0
3
1
40
11
46
53
31
32
20
12
22
32
29
1
39
8
87
48
55
25
4
41
37
12
0
15
28
33
0
2
19
10
71
20
74
16
7
78
29
22
80
0
58
3
27
32
23
7
57
3
57
51
59
26
35
9
1
1
23
52
7
64
78
8
6
8
19
31
32
45
1
70
91
54
62
17
41
1
4
2
1
89
2
30
8
58
44
71
34
0
15
0
7
18
67
30
21
32
2
19
33
7
25
48
38
1
36
86
21
51
31
1
37
3
92
17
11
14
48
63
49
3
14
11
12
40
61
45
19
31
52
6
72
49
32
43
53
45
1
4
24
33
1
54
34
58
49
48
53
87
13
72
1
1
22
38
24
86
29
21
33
9
4
4
3
29
10
0
88
21
30
71
64
12
67
31
1
9
42
22
26
37
46
36
50
62
1
30
33
29
34
32
5
63
0
44
8
1
1
66
40
34
28
21
39
0
21
20
78
24
54
0
60
20
3
41
8
32
71
2
35
54
8
78
10
41
11
42
32
20
25
29
1
19
30
17
7
64
4
36
26
19
21
11
1
25
50
20
54
25
56
56
7
44
1
42
25
92
1
